"NO","Name","District","Address","Name_Per","Telephone","twd97X","twd97Y","wgs84aX","wgs84aY"
"5.931110212E9","穎安中西大藥局","汐止區","新北市汐止區樟樹一路135巷13號","石志遠","02-26412348","314733.23","2773181.79","121.641635841294","25.0654615112181"
"5.931220017E9","醫有堂藥局","石門區","新北市石門區中山路32號-1","林勝基","02-26382836","307015.4","2798017.6","121.566174733028","25.2899832065963"
"5.93121002E9","玉盛藥局","三芝區","新北市三芝區中山路2段30號","陳世宗","02-26360697","300655.7","2794166.97","121.502880338944","25.2554497108758"
"5.93110027E9","千代田藥局","淡水區","新北市淡水區學府路九號1樓","邱翠觀","02-26210173","295098.11","2784470.74","121.447389102536","25.1680912343331"
"5.93123119E9","龍米藥師藥局","八里區","新北市八里區龍形一街5號1樓","吳璧龍","02-26185812","295434.17","2780302.92","121.450584684197","25.1304543521236"
"5.931171626E9","榮新藥局","林口區","新北市林口區忠孝路383號1樓","黃昭儒","02-26089789","287284.6","2773748.64","121.369586490071","25.0715055099885"
"5.931170165E9","龍點藥局","林口區","新北市林口區民族路67號1樓","陳寶玉","02-26080636","286870.68","2774170.17","121.365494823735","25.0753213054058"
"5.931171573E9","安心藥局","林口區","新北市林口區文化二路1段577號1樓","陳澄偉","02-26029090","287933.62","2774548.78","121.376041848501","25.0787131004351"
"5.931171564E9","家弘藥局","林口區","新北市林口區竹林路172號1樓","林家郁","02-26024851","289244.18","2774670.01","121.389036894679","25.0797740756203"
"5.931170021E9","士昌藥局","林口區","新北市林口區工六路36號1樓","陳士介","02-26018863","290488","2774321","121.401356634","25.0765903802"
"5.931270044E9","金宏仁藥局","金山區","新北市金山區中山路190巷2號","林國欽","02-24982402","314304.28","2790490.4","121.638196284998","25.2217357489345"
"5.931120085E9","明生藥局","瑞芳區","新北市瑞芳區明燈路3段37-36號","王舜儀","02-24978577","331385.28","2777945.89","121.806961435351","25.1076638795878"
"5.931120021E9","秀文藥局","瑞芳區","新北市瑞芳區三爪子坑路218號","方文俊","02-24976910","331279.13","2777703.23","121.805894669832","25.1054789936343"
"5.931121224E9","千泰藥局","瑞芳區","新北市瑞芳區中正路63-1號","林淑瓊","02-24966347","331319.41","2777910.98","121.806306286084","25.1073522567306"
"5.931250042E9","信芳藥局","雙溪區","新北市雙溪區中華路50號","簡明龍","02-24931301","337388.7","2770222.92","121.865991617758","25.0376107410527"
"5.931280013E9","萬里藥局","萬里區","新北市萬里區瑪鋉路90號","游丈樟","02-24922235","319585.57","2785725","121.690365554927","25.1784806855826"
"5.931160105E9","泰林中西藥局","泰山區","新北市泰山區泰林路2段206號","陳昭元","02-22978367","293720.18","2772652.35","121.433343495412","25.0614356739728"
"5.931014055E9","重成藥局","板橋區","新北市板橋區民族路267號","吳立真","02-22958969","297505.35","2766627.48","121.470652578224","25.0069286898115"
"5.931050533E9","全安藥局","新店區","新北市新店區建國路119號1樓","林淑芬","02-22926231","304493.85","2763423.57","121.539761582634","24.9777685842412"
"5.931151295E9","凌雲藥局","五股區","新北市五股區凌雲路1段73號2樓","陳良和","02-22919463","295486.58","2777052.48","121.450996655231","25.1011078913433"
"5.931151302E9","宏安藥局","五股區","新北市五股區成泰路2段136號","魏松福","02-22915932","294198.73","2775118.98","121.438165895188","25.0836905480482"
"5.931151277E9","永任藥局","五股區","新北市五股區水碓路9號1樓","劉紹騰","02-22911093","293743.64","2773862.49","121.433614461215","25.0723601611149"
"5.931140274E9","弘大藥局","蘆洲區","新北市蘆洲區信義路2號","吳正坤","02-22893949","297756.8","2774614.59","121.473420523368","25.0790286141243"
"5.931140201E9","理方藥局","蘆洲區","新北市蘆洲區長安街67號","趙英秀","02-22893949","296683.49","2774703.95","121.462783918065","25.0798688439669"
"5.931140238E9","謚安中西藥局","蘆洲區","新北市蘆洲區永平街6號","陳坤波","02-22893949","296353.79","2775885.64","121.45955550433","25.0905473310419"
"5.931141511E9","成安藥局","蘆洲區","新北市蘆洲區長安街257號1樓","李日長","02-22892918","296280.72","2775106.93","121.458804879835","25.0835193718705"
"5.931020446E9","玉美藥局","三重區","新北市三重區力行路2段136巷49弄2號","朱金玉","02-22879836","298350.46","2774191.23","121.479290504585","25.0751875899957"
"5.931020633E9","仁安堂藥局","三重區","新北市三重區溪尾街220號","洪明和","02-22870278","299211.5","2774895.85","121.487850781901","25.081521099176"
"5.931140158E9","全民藥局","蘆洲區","新北市蘆洲區中山一路201、203號","陳智明","02-22837168","297840.39","2774832.96","121.47425671704","25.0809974202972"
"5.931140416E9","松伯藥局","蘆洲區","新北市蘆洲區中山二路2號","林幸蓉","02-22818160","297983.17","2774928.37","121.475675403155","25.0818542033834"
"5.931140167E9","威良藥局","蘆洲區","新北市蘆洲區中正路185巷34號1樓","郭政吉","02-22817873","297175.62","2775286.9","121.467682398066","25.0851164726962"
"5.93101214E9","南雅藥局","板橋區","新北市板橋區南雅南路1段5巷22號","許建國","02-22725358","296060.68","2766444.17","121.4563339505","25.0053183129188"
"5.931130394E9","一和藥局","土城區","新北市土城區中央路1段67-3號","張宏紳","02-22634343","295210.73","2764729.99","121.447857424712","24.9898681037712"
"5.931131828E9","咸安藥局","土城區","新北市土城區明德路1段4號1樓","金家琪","02-22627434","296912.46","2764277.22","121.464698995769","24.9857288168004"
"5.931130545E9","恒生中西藥局","土城區","新北市土城區中央路2段170號","李明鴻","02-22603485","294613.38","2763232.5","121.441891927171","24.9763662644015"
"5.931013478E9","富盛藥局","板橋區","新北市板橋區四維路291巷4弄24號1樓","王芬蘭","02-22596016","296643.03","2769046.2","121.462191211581","25.0287918108086"
"5.93101379E9","力康藥局","板橋區","新北市板橋區陽明街108號","彭淑貞","02-22589353","296832.11","2768445.7","121.464044398231","25.0233646530644"
"5.931013781E9","佳和藥局","板橋區","新北市板橋區文化路1段387巷5號1樓","黃仁芬","02-22582034","297098.28","2768288.27","121.46667635713","25.021935137702"
"5.931012051E9","全曜藥局","板橋區","新北市板橋區民權路260巷62號","魏永和","02-22575417","296456.86","2767511.88","121.460294840686","25.0149456549927"
"5.931011554E9","振民藥局","板橋區","新北市板橋區四維路269巷92號","顏義芳","02-22572955","296384.05","2768809.36","121.459617128483","25.0266616379421"
"5.931013629E9","安聯藥局","板橋區","新北市板橋區宏國路113號1樓","許瑞華","02-22569079","297471.42","2769411.89","121.470412193461","25.0320675491643"
"5.931013825E9","晨恩藥局","板橋區","新北市板橋區文化路1段216號1樓","周朱萬","02-22567200","297088.23","2768103.68","121.466570523792","25.0202689656985"
"5.931010459E9","欣民藥局","板橋區","新北市板橋區雙十路3段39號","邵世國","02-22545938","297487.95","2769368.76","121.470574570404","25.0316776764206"
"5.931011045E9","進發大藥局","板橋區","新北市板橋區民治街101號","吳金聰","02-22528361","298341.07","2769351.96","121.479027632824","25.0314989991724"
"5.931044599E9","成合藥局","中和區","新北市中和區景平路429-2號1樓","張慈烜","02-22483605","300612.57","2765358.25","121.501389570134","24.9953694587651"
"5.93104393E9","三德和藥局","中和區","新北市中和區吉興里南山路289號1樓","劉姵斈","02-22471028","300919.26","2764994.38","121.504414238857","24.9920741425526"
"5.931043878E9","三華藥局","中和區","新北市中和區中正路124號1樓","吳瑞麗","02-22470928","300444.26","2765189.72","121.499716087775","24.9938535918405"
"5.931044419E9","喬登藥局","中和區","新北市中和區景平路697號1樓","許莉晨","02-22470273","300111.64","2766242.43","121.496459308284","25.0033685140472"
"5.931040082E9","中和光田藥局","中和區","新北市中和區連城路48號","陳佳卿","02-22459602","300284.97","2766086.52","121.498170795568","25.0019551873296"
"5.931042648E9","恩溢藥局","中和區","新北市中和區復興路79號1、2樓","李玫緩","02-22452450","300828.36","2764786.7","121.503506155491","24.9902022780885"
"5.93104107E9","祥田藥局","中和區","新北市中和區圓通路236號","蔡明秀","02-22452293","299950.02","2765057.7","121.494815351895","24.9926780071562"
"5.931042371E9","真成大藥局","中和區","新北市中和區光華街38號","簡永長","02-22447008","300957.55","2766303","121.504841783947","25.0038871345995"
"5.931043976E9","詠邑藥局","中和區","新北市中和區南華路43號1樓","王裕程","02-22445630","300852.36","2765507.83","121.50377047338","24.9967117862427"
"5.931044679E9","以法蓮藥局","中和區","新北市中和區中興街154號1樓","巫清治","02-22438983","300451.97","2764968.47","121.499784337588","24.9918558070886"
"5.931043663E9","群芳藥局","中和區","新北市中和區和興里中興街73號1樓","張谷群","02-22433729","300508.36","2765121.48","121.500348554326","24.9932353137278"
"5.931044544E9","皇秦大藥局","中和區","新北市中和區中山路3段39-1號1樓","李佳勲","02-22269636","298209.18","2766451.15","121.477619357377","25.0053145809721"
"5.931044786E9","坤暉藥局","中和區","新北市中和區中山路3段94號2樓","洪武憲","02-22269381","298195.12","2766503.46","121.477481933615","25.0057872489131"
"5.931130143E9","聯邦藥局","土城區","新北市土城區立德路91號","黃東揚","02-22265907","296744.31","2764510.21","121.463041257222","24.9878374388669"
"5.931044115E9","心樂藥局","中和區","新北市中和區新生街46號2樓","劉正宏","02-22260962","298769.98","2766222.81","121.483167067322","25.0032351075859"
"5.931043627E9","銓家藥局","中和區","新北市中和區員山路319號1-2樓","李瑞鈞","02-22257728","298567.67","2765929.82","121.481152531381","25.0005964927016"
"5.931043761E9","杏元藥局","中和區","新北市中和區員山路172號1樓","楊朝棋","02-22236868","298591.35","2765857.46","121.481384571564","24.99994243248"
"5.931044606E9","詠安藥局","中和區","新北市中和區員山路150-8號1樓","陳嫚真","02-22231606","298553.53","2765457.12","121.480995892338","24.9963293620699"
"5.931043396E9","立健藥局","中和區","新北市中和區連城路317號1樓","程世男","02-22230614","299385.89","2765431.87","121.489240497023","24.9960745491159"
"5.931044768E9","民樂健保藥局","中和區","新北市中和區員山路226巷3弄5號1樓","周健裕","02-22228999","298622.04","2765976.92","121.481692825432","25.0010199351087"
"5.931050408E9","昌順藥局","新店區","新北市新店區安康路3段265號","吳淑瑞","02-22156798","299128.26","2760518.72","121.48651385568","24.9517265319881"
"5.931050364E9","瑞欣藥局","新店區","新北市新店區吉安街33號","陳鳳美","02-22112723","302094.09","2762103.66","121.51594308585","24.9659367149936"
"5.931060815E9","祐全大藥局","新莊區","新北市新莊區建安街88號1樓","梁鍾寶","02-22051220","293016.76","2768528.9","121.426242765561","25.0242290401981"
"5.931067172E9","民安藥局","新莊區","新北市新莊區民安路232號","劉燕臻","02-22038910","293008.1","2768317.84","121.426150381798","25.022323740623"
"5.931060208E9","佑仁藥師藥局","新莊區","新北市新莊區四維路137號","李文欽","02-22026747","292674.63","2768324.83","121.422846429522","25.0223962727739"
"5.93106808E9","快樂藥局","新莊區","新北市新莊區中正路243-1號1至2樓","黃騰鞍","02-93215664","295456.12","2769793.57","121.450454928416","25.0355752382233"
"5.931069701E9","日光藥局","新莊區","新北市新莊區中港路404號1樓","楊菊蘭","02-89937296","295634.01","2771395.22","121.45227078034","25.0500296912075"
"593106A137","力源藥局","新莊區","新北市新莊區復興路2段133號1樓","何家銘","02-89929919","296129.87","2770786.14","121.457164669453","25.0445158550172"
"5.931069354E9","家嘉藥局","新莊區","新北市新莊區自立街103號1樓","黃正忠","02-89926488","295942.65","2770893.77","121.455312809289","25.0454932315943"
"5.931068633E9","福華藥局","新莊區","新北市新莊區復興路2段109號","黃世傑","02-89917390","296044.41","2770782.57","121.45631762355","25.0444862119656"
"593106A520","臻善美藥局","新莊區","新北市新莊區幸福路786號1樓","李葉凌","02-89914303","295074.93","2771300.24","121.446726827275","25.0491889640905"
"5.931023198E9","成立藥局","三重區","新北市三重區正義北路310-1號2樓","林秀美","02-89852355","299950.28","2773622.42","121.495128176216","25.0700003774185"
"5.931022806E9","聯鑫藥師藥局","三重區","新北市三重區正義北路269號","張玉錦","02-89829880","299980.62","2773627.64","121.495429075974","25.0700464938299"
"5.931024088E9","美滿藥局","三重區","新北市三重區中華路16號","高銘鴻","02-89824272","298766.07","2772577.29","121.483353076442","25.0606036615638"
"5.931023401E9","正大藥局","三重區","新北市三重區五華街39號","朱金海","02-89815931","299886.81","2774847.05","121.494543443158","25.0810583784153"
"5.931023161E9","烈委藥局","三重區","新北市三重區五華街132號","蔡淑玲","02-89812846","299590.12","2775127.73","121.491612456103","25.0836020765826"
"5.93102367E9","誠泰藥師藥局","三重區","新北市三重區重新路3段102號","高俊明","02-89721125","299705.14","2772564.18","121.492660089799","25.0604546556874"
"5.931132361E9","良方藥局","土城區","新北市土城區廣明街23巷24號1樓","張碩","02-89661161","295904.52","2765000.58","121.454738974383","24.9922902488535"
"5.931043369E9","泰泰健保藥局","中和區","新北市中和區德光路97號","藍育如","02-89642049","297293.22","2766224.07","121.468537157348","25.0032933283986"
"5.931010646E9","人民藥局","板橋區","新北市板橋區仁愛路59號","林碧華","02-89533956","296477.96","2765818.28","121.46044694375","24.9996549936638"
"5.931014635E9","健全藥局","板橋區","新北市板橋區實踐路125號1樓","楊子芳","02-89533330","296854.96","2766398.14","121.464201297494","25.0048784617023"
"5.931042808E9","民德藥局","中和區","新北市中和區民德路61-1號1樓","陳玉","02-89514746","297340.15","2766039.63","121.468995839314","25.0016266903403"
"5.931032099E9","德和便利藥局","永和區","新北市永和區得和路192號","何淑珍","02-89431417","302500.78","2765874.87","121.520114034111","24.9999692870133"
"5.931043216E9","億華藥局","中和區","新北市中和區景安路157號","張漢卿","02-89421993","301020.39","2765290.97","121.505426991416","24.9947483751546"
"5.931033603E9","安安藥局","永和區","新北市永和區竹林路203號1樓","鄭明宏","02-89263651","302561","2766883.84","121.520748970176","25.0090761848939"
"5.931032311E9","立安藥局","永和區","新北市永和區永和路2段203號1樓","李蓓蒂","02-89211786","302011.75","2767390.16","121.515326531369","25.0136661914272"
"5.931032955E9","博輝藥局","永和區","新北市永和區中興街60號1樓","楊兆銘","02-89211766","302187.16","2767164.07","121.517055834378","25.0116190574797"
"5.931051816E9","康宜庭北新藥局","新店區","新北市新店區北新路2段43號1樓","劉懿鈴","02-89147015","304798.32","2762880.03","121.542755712992","24.9728506096878"
"5.931052911E9","倍思特藥局","新店區","新北市新店區中興路2段239號2樓","余采紋","02-89116159","305256.49","2763150.55","121.547304361764","24.9752762019005"
"5.931102096E9","池佑藥局","淡水區","新北市淡水區民族路46號","李庭毅","02-88093531","296538.11","2780930.48","121.46155379979","25.1360862327109"
"5.931112716E9","福多藥局","汐止區","新北市汐止區福德二路60號1樓","張錫齡","02-86933368","313940.65","2773351.75","121.633788097062","25.0670295334474"
"5.93111227E9","汐心藥局","汐止區","新北市汐止區福德一路150號","林昱霖","02-86932859","314219.84","2773335.8","121.636554615111","25.0668737299141"
"5.931111915E9","康元中西綜合藥局","汐止區","新北市汐止區大同路2段219號","鍾盈淑","02-86923648","315866.23","2773124.88","121.652862902551","25.0648987402313"
"5.931081289E9","唯新示範藥局","鶯歌區","新北市鶯歌區建國路161號","黃秀麗","02-86775363","285375.09","2760666.88","121.350323289402","24.9534466818859"
"5.931044204E9","康廷安藥局","中和區","新北市中和區大勇街16號1樓","陳蕙琪","02-86683599","302214.97","2765076.47","121.517252415066","24.9927711706232"
"5.931033756E9","順和藥局","永和區","新北市永和區中正路75號1樓","黃若愚","02-86680362","301978.96","2765530.17","121.51493164072","24.9968752969058"
"5.93105179E9","家得福藥局","新店區","新北市新店區安康路1段123號1樓","謝清元","02-86660991","303335.85","2761644.15","121.52822339341","24.9617451062576"
"5.931112752E9","富康藥局","汐止區","新北市汐止區忠孝東路459號1樓","林玉惠","02-86481302","317188.11","2773990.34","121.666006829809","25.0726536871038"
"5.93111154E9","再興藥局","汐止區","新北市汐止區茄苳路37號","顏滿珠","02-86478860","317144.43","2773806.45","121.665564868454","25.0709955486991"
"5.931112118E9","汐止仁德藥局","汐止區","新北市汐止區仁愛路113巷22號1樓","馬鑾英","02-86462139","316779.6","2773059.02","121.661912508662","25.0642641272428"
"5.931111988E9","滿益藥局","汐止區","新北市汐止區仁愛路130號1樓","黃莉玲","02-86421562","316911.73","2773026.66","121.663220442093","25.0639661193421"
"5.931211045E9","三芝藥師藥局","三芝區","新北市三芝區中正路1段43號1樓","溫財智","02-86353982","300684.29","2794467.27","121.503175312828","25.2581597593586"
"5.931171546E9","安禾藥局","林口區","新北市林口區中山路534號1樓","黃鈺婷","02-86012205","288179.98","2775101.24","121.378499319187","25.0836945495155"
"593106A495","化成藥局","新莊區","新北市新莊區化成路740號1樓","李宜馨","02-85219099","296980.67","2772224.65","121.465645234207","25.0574765063714"
"5.931024051E9","德心藥局","三重區","新北市三重區三和路4段324號","鄭淳仁","02-82878086","298800.41","2774516.76","121.483762177715","25.0781120324389"
"5.931141959E9","長榮大藥局","蘆洲區","新北市蘆洲區長榮路51號","鄭乃文","02-82863837","296661.44","2775058.15","121.46257735975","25.0830672688411"
"5.931142018E9","福您安中西藥局","蘆洲區","新北市蘆洲區長安街246巷6號1樓","李建勳","02-82858322","296193.71","2775398.45","121.457952063777","25.0861539074891"
"5.931141904E9","杏昌藥局","蘆洲區","新北市蘆洲區民族路86號1樓","張玉虹","02-82831985","298199.22","2775266.22","121.47782901553","25.0848974521494"
"5.931142072E9","達特藥局","蘆洲區","新北市蘆洲區復興路62號","賴調","02-82825004","297876.02","2775418.97","121.474630361711","25.086286730193"
"5.931132236E9","善淳藥師藥局","土城區","新北市土城區福仁街19號1樓、B1樓","李安樺","02-82627371","294478.13","2763219.87","121.440551920022","24.9762562635774"
"5.931132272E9","富柏大藥局","土城區","新北市土城區水源街22號1樓","趙明義","02-82626815","294540.05","2763119.28","121.441161923961","24.9753462523875"
"5.931132263E9","立新藥局","土城區","新北市土城區光明街5號1樓","王日新","02-82626111","294634.06","2763054.01","121.442090943037","24.9747542684106"
"5.931132538E9","宏奇藥局","土城區","新北市土城區延吉街126號1樓","李志浩","02-82619585","297398.34","2764293.87","121.46951238943","24.9858639927248"
"5.931133386E9","宏林藥局","土城區","新北市土城區裕民路134號1樓","楊達榮","02-82615919","295579.12","2764327","121.45149331977","24.9862189080864"
"5.931132165E9","佳佳藥局","土城區","新北市土城區中央路2段223-9號2樓","黃進福","02-82614558","294615.79","2763113.99","121.441911927171","24.9752962595153"
"5.931042853E9","正陽藥師藥局","中和區","新北市中和區連城路354號1樓","高義俊","02-82287336","298672.85","2765372.93","121.482174920202","24.9955654558634"
"5.931043421E9","錦和藥局","中和區","新北市中和區錦和路164號1樓","黃文通","02-82282296","299445.65","2765407.5","121.489831621494","24.9958526227077"
"5.931042817E9","家嘉藥局","中和區","新北市中和區員山路377號","張均儀","02-82281368","298565.98","2766126.33","121.48114268286","25.0023706548087"
"5.931032633E9","橘子藥局","永和區","新北市永和區仁愛路298號1樓","許勝傑","02-32330390","300818.53","2766767.42","121.503481637745","25.008084594496"
"5.931068606E9","宏福藥局","新莊區","新北市新莊區自信街55號1樓","石進邦","02-29985225","295908.87","2771206.06","121.454988478848","25.0483136299653"
"5.93106866E9","翔昱健保藥局","新莊區","新北市新莊區中港路120號","駱泰樺","02-29983056","295949.71","2770307.13","121.455363213441","25.040196765559"
"5.931069916E9","朝陽藥局","新莊區","新北市新莊區新泰路148號2樓","陳雪紅","02-29983020","295189.63","2769985.16","121.447820482655","25.0373128757424"
"5.931068375E9","惠欣藥局","新莊區","新北市新莊區建中街72-1號1樓","李培杰","02-29978962","295159.2","2769952.21","121.447517884187","25.0370163916404"
"5.931068517E9","新莊大藥局","新莊區","新北市新莊區福壽街134號","郭仁昌","02-29978268","296188.97","2771584.13","121.457777106129","25.0517182813115"
"5.931060182E9","冠昌藥局","新莊區","新北市新莊區中誠街140號","施素雲","02-29975009","295288.77","2771124.67","121.448840323114","25.0475974847695"
"5.931069603E9","中信藥師藥局","新莊區","新北市新莊區中信街80號1樓","陳重光","02-29969811","295200.68","2771735.12","121.447987326833","25.0531113347404"
"5.931060673E9","詠祥藥局","新莊區","新北市新莊區新泰路502巷52號","李憲舜","02-29965498","294828.64","2770993.73","121.444276062751","25.046429115808"
"5.931069792E9","宏泰藥局","新莊區","新北市新莊區自信街37號1樓","潘揚","02-29964649","295843.91","2771241.25","121.454345845936","25.0486332706141"
"5.931069363E9","明亮藥局","新莊區","新北市新莊區幸福路511號1樓","陳葉健","02-29962671","295998.3","2771314.54","121.455878385411","25.0492902633502"
"5.931023581E9","大重仁藥局","三重區","新北市三重區重新路5段592號1樓","吳素菊","02-29958283","297365.43","2770887.38","121.46941262446","25.0453916043049"
"5.931069694E9","新佑康健保藥局","新莊區","新北市新莊區中華路1段46號1樓","張紋慈","02-29947490","295621.17","2770062.84","121.452099371644","25.0380013112835"
"5.931069532E9","聯盟藥局","新莊區","新北市新莊區中港路267巷1號1樓","蔡孟穎","02-29941168","295759.37","2770661.07","121.453488797448","25.0433979781007"
"5.931069863E9","大方藥局","新莊區","新北市新莊區中平路89號1樓","潘彥君","02-29938881","294869.23","2770948.57","121.44467678782","25.0460201306576"
"5.931060404E9","宏昌藥局","新莊區","新北市新莊區新莊路120號","李雲庭","02-29934156","296012.73","2769850.98","121.45597254282","25.0360767344761"
"5.931060646E9","王藥局","新莊區","新北市新莊區昌盛街38號","王榮富","02-29922404","295846.47","2771379.08","121.454375857449","25.0498775528721"
"5.931060619E9","蘇藥局","新莊區","新北市新莊區中平路6巷37號","蘇榮智","02-29917818","295006.46","2770596.21","121.446025285695","25.0428349935817"
"5.931060548E9","二安藥局","新莊區","新北市新莊區中港路65號","莊秀娟","02-29914527","295947.99","2770132.77","121.455340359617","25.0386226863529"
"5.931069256E9","喜來樂中西藥局","新莊區","新北市新莊區昌平街20號1樓","徐珠萍","02-29912068","295897.23","2771702.48","121.454889696554","25.0527956227278"
"5.931069836E9","家安藥局","新莊區","新北市新莊區昌明街38-1號","溫玉鳳","02-29911764","296059.33","2771655.97","121.456494625032","25.0523708554599"
"5.931068393E9","新川藥局","新莊區","新北市新莊區幸福路90號及92號1樓","陳偉勳","02-29910407","296033.46","2771335.61","121.456227565086","25.0494794142103"
"593106A093","環球藥局","新莊區","新北市新莊區中港路436號1、2樓","胡毓青","02-29901934","295605.7","2771508.6","121.451993960926","25.0510540901014"
"5.931069274E9","微笑埔銓藥局","新莊區","新北市新莊區中平路77號","洪琬媚","02-29901680","294870.82","2770843.53","121.444689100035","25.0450717794567"
"5.931068884E9","樂寶兒藥局","新莊區","新北市新莊區中正路82-2號1樓","何心汝","02-29900185","296201.46","2770039.37","121.45784903902","25.037771768044"
"5.931020366E9","聖安藥局","三重區","新北市三重區自強路2段48號","陳昭龑","02-29899576","299327.8","2773571.65","121.48895623089","25.0695624305211"
"5.931020535E9","聖泰藥局","三重區","新北市三重區仁義街229號","吳珍桂","02-29899187","300085.12","2774983.44","121.496514218197","25.0822831585147"
"5.93102375E9","興安藥局","三重區","新北市三重區正義北路275-1號","邱金堂","02-29898140","299968.45","2773644.84","121.495309057884","25.070202161926"
"5.931020464E9","合眾藥局","三重區","新北市三重區文化北路102巷39號","許復源","02-29897379","300165.59","2773177.1","121.497246071747","25.0659729410521"
"5.931021167E9","禮隆藥局","三重區","新北市三重區自強路4段6４號","莊月霞","02-29894735","299442.63","2774565.31","121.490130175434","25.0785294452718"
"5.931023741E9","向上藥局","三重區","新北市三重區正義北路191號2樓","徐志昌","02-29883398","300071.11","2773408.9","121.496318124923","25.0680686804763"
"5.931023858E9","開元藥局","三重區","新北市三重區正義北路324號2樓","李勝源","02-29873976","299923.29","2773665.28","121.494862226535","25.070388229338"
"5.931024239E9","禾華藥局","三重區","新北市三重區自強路5段8號1樓","陳怡伶","02-29871888","299647.82","2774777.36","121.492171831231","25.080437105153"
"5.93102391E9","德河藥局","三重區","新北市三重區自強路1段320號","高銘仁","02-29869850","299534.02","2773457.89","121.490996265552","25.0685286662964"
"5.931020384E9","匯豐藥局","三重區","新北市三重區大榮街50號","藍炳煌","02-29862127","300351.73","2772918.6","121.499081610618","25.0636329689553"
"5.931023732E9","松泰藥師藥局","三重區","新北市三重區大同北路65號","吳幸珍","02-29859593","299955.54","2772909.76","121.495154464149","25.0635663706415"
"5.93102032E9","優達藥局","三重區","新北市三重區大智街108號1樓","葉人誠","02-29859159","299756.09","2773253.34","121.493189946273","25.0666747736448"
"5.931020562E9","力健藥局","三重區","新北市三重區自強路3段38號","周健成","02-29856255","299106.47","2773914.39","121.486774643353","25.0726639571102"
"5.931022959E9","名成藥局","三重區","新北市三重區力行路1段182號","詹焜堯","02-29847828","298620.23","2773794.93","121.481950598609","25.0716011648054"
"5.931020599E9","德林藥局","三重區","新北市三重區中正北路572號","陳慧玲","02-29832019","297466.31","2773840.86","121.470514219385","25.0720525457684"
"5.93102082E9","三民藥師藥局","三重區","新北市三重區三民街134號","陳隨錦","02-29829328","298711.44","2773067.5","121.482828958701","25.0650309969221"
"5.931020508E9","佑民藥局","三重區","新北市三重區頂崁街211號","王萬能","02-29827022","298151.06","2773370.31","121.477285257509","25.067782758237"
"5.931023536E9","江村藥局","三重區","新北市三重區重新路3段9號1樓","范家亮","02-29821515","299968.51","2772697.28","121.495275282864","25.0616476342326"
"5.931021372E9","福昌大藥局","三重區","新北市三重區溪尾街205號","吳建忠","02-29814337","299286.86","2774816.88","121.488595017515","25.0808056913404"
"5.93102422E9","祥順藥局","三重區","新北市三重區名源街20號1樓","尤梅雲","02-29811571","298624.2","2772568.46","121.481946640163","25.0605284468871"
"5.931020991E9","久洲藥局","三重區","新北市三重區長元街51-9號","黃苓瑛","02-29791679","300431.93","2773175.93","121.49988602555","25.0659534530149"
"5.931022931E9","承都藥局","三重區","新北市三重區中央南路44號1樓","李泳彤","02-29785989","300590.46","2772740.97","121.501441301752","25.0620214191417"
"5.931020875E9","文慶藥局","三重區","新北市三重區泉州街78號","陳文慶","02-29783154","299919.17","2771913.67","121.494757874361","25.0545748672538"
"5.931020919E9","東裕藥局","三重區","新北市三重區重新路4段122號","杜俊建","02-29773255","299136.92","2772126.48","121.487012620334","25.0565217656906"
"5.931024426E9","甜心健康生活藥局","三重區","新北市三重區福祉里集美街45號1樓","簡怡君","02-29762223","299240.11","2772004.97","121.488031061018","25.0554213509186"
"5.931020142E9","佳仁藥局","三重區","新北市三重區大同南路76號","李金祿","02-29759141","300059.45","2772439.4","121.49616722512","25.0593164492901"
"5.931020428E9","久泰藥局","三重區","新北市三重區仁愛街36號","戴國榮","02-29751735","300073.21","2773836.18","121.496354443299","25.0719261236102"
"5.931020286E9","博安藥局","三重區","新北市三重區正義南路32號","邵榞永","02-29751590","300266.38","2772645.43","121.498225696936","25.0611696598213"
"5.931021283E9","豐安藥局","三重區","新北市三重區三和路2段154巷18號1樓","郭昭利","02-29746701","300285.12","2773423.7","121.498439884889","25.0681952258481"
"5.931023527E9","德慈藥局","三重區","新北市三重區重新路3段16號1樓","陳志文","02-29736693","299953.47","2772667.3","121.495125076187","25.0613774504244"
"5.931020857E9","仁厚藥局","三重區","新北市三重區仁賢街34號","劉益志","02-29736625","300088.28","2774172.08","121.496516006356","25.0749580820231"
"5.931020348E9","吉本藥局","三重區","新北市三重區大同南路156號","張紹男","02-29736043","300102.49","2772257.35","121.496587227273","25.0576715569902"
"5.93102383E9","忠信藥局","三重區","新北市三重區仁興街32號","黃信靖","02-29730020","300345.81","2774235.66","121.499071183809","25.0755235773509"
"5.931024097E9","義榮藥局","三重區","新北市三重區三和路2段142號1樓","詹明哲","02-29727598","300396.11","2773430.65","121.499540294431","25.0682542337272"
"5.931021014E9","鴻成藥局","三重區","新北市三重區同安街113號","陳春興","02-29727025","299868.73","2772115.54","121.494265269634","25.0563990204248"
"5.931020848E9","吳廣隆藥局","三重區","新北市三重區長壽西街5-1號","吳正修","02-29715020","300243.08","2773363.52","121.498021014045","25.0676532819368"
"5.931020017E9","建宏藥局","三重區","新北市三重區名源街16號","蔡麗珠","02-29714533","298619.33","2772582","121.481898865923","25.0606509047357"
